,description,address,price
2815,5 habs.4 baños260 m²con ascensor y terraza,"PisoCarrer Demestre, Sarrià - Sant Gervasihace 6 días",3.500 € /mes
2816,1 hab.1 baño30 m²con ascensor y terraza,"PisoCarrer del Pare Laínez, Gràciahace 6 días",1.300 € /mes
2817,2 habs.1 baño78 m²con ascensor,"PisoCarrer de Manuel de Falla, Sarrià - Sant Gervasihace 6 días",1.150 € /mes
2818,3 habs.2 baños82 m²con ascensor y terraza,"PisoEnric Granados, Eixamplehace 6 días",1.400 € /mes
2819,2 habs.1 baño73 m²con ascensor y terraza,"PisoAvinguda Diagonal, Les Cortshace 6 días",1.950 € /mes
2820,3 habs.4 baños190 m²con ascensor y terraza,"PisoCarrer D'ausiàs Marc, Eixamplehace 6 días",9.500 € /mes
2821,3 habs.2 baños133 m²con ascensor,"PisoDiagonal , Sarrià - Sant Gervasihace 6 días",3.500 € /mes
2822,5 habs.3 baños220 m²con ascensor y terraza,"PisoAvinguda Diagonal, Les Cortshace 6 días",3.000 € /mes
2823,4 habs.5 baños450 m²con ascensor y terraza,"PisoCarrer de Josep Bertrand, Sarrià - Sant Gervasihace 6 días",15.000 € /mes
2824,3 habs.2 baños114 m²con ascensor y terraza,"PisoCarrer de Casp, Eixamplehace 6 días",4.600 € /mes
2825,5 habs.5 baños240 m²con ascensor,"PisoCarrer del Tenor Viñas, Sarrià - Sant Gervasihace 6 días",5.300 € /mes
2826,2 habs.1 baño61 m²con ascensor,"PisoCarrer de Bolívar, Gràciahace 6 días",1.350 € /mes
2827,1 hab.1 baño51 m²con ascensor,"PisoCarrer del Portal Nou, Ciutat Vellahace 6 días",785 € /mes
2828,5 habs.4 baños250 m²con ascensor y terraza,"PisoCarrer de Casp, Eixamplehace 6 días",4.200 € /mes
2829,1 hab.2 baños65 m²con ascensor,"PisoCarrer de Blai, Sants - Montjuïchace 6 días",1.100 € /mes
2830,3 habs.2 baños129 m²con ascensor,"PisoCasanova, Sarrià - Sant Gervasihace 6 días",1.787 € /mes
2831,4 habs.3 baños211 m²con ascensor,"PisoRambla de Catalunya, Eixamplehace 6 días",6.000 € /mes
2832,2 habs.2 baños63 m²con ascensor,"PisoPortadores, Ciutat Vellahace 6 días",1.300 € /mes
2833,4 habs.2 baños129 m²con ascensor,PisoSarrià - Sant Gervasihace 6 días,3.460 € /mes
2834,2 habs.2 baños68 m²con ascensor y terraza,"PisoAvinguda de Pau Casals, Sarrià - Sant Gervasihace 6 días",1.890 € /mes
2835,2 habs.1 baño68 m²con ascensor,"PisoPassatge de Josep Llovera, 11, Sarrià - Sant Gervasihace 6 días",1.000 € /mes
2836,1 hab.1 baño35 m²con ascensor,"LoftAvinguda del Paral.lel, 48b, Ciutat Vellahace 6 días",650 € /mes
2837,3 habs.1 baño75 m²con ascensor,"PisoSardenya, 377, Gràciahace 6 días",950 € /mes
2838,2 habs.2 baños83 m²con ascensor,"PisoCarrer D'aribau, Eixamplehace 6 días",1.100 € /mes
2839,3 habs.1 baño75 m²con ascensor,"PisoCarrer Roger de Flor, 240, Eixamplehace 6 días",1.100 € /mes
2840,1 baño35 m²,"EstudioCarrer Jorda, 17, Sarrià - Sant Gervasihace 6 días",750 € /mes
2841,1 hab.2 baños65 m²,"Planta bajaCarrer del Camp, 62, Sarrià - Sant Gervasihace 6 días",700 € /mes
2842,3 habs.2 baños100 m²con ascensor,"PisoCarrer de Balmes, Sarrià - Sant Gervasihace 6 días",1.200 € /mes
2843,4 habs.2 baños150 m²con ascensor,"PisoPasseig de Sant Joan, Eixamplehace 6 días",1.400 € /mes
2844,2 habs.1 baño60 m²con ascensor,"PisoPasseig de Picasso, Ciutat Vellahace 6 días",1.090 € /mes
2845,4 habs.1 baño92 m²con ascensor y terraza,PisoSant Andreuhace 6 días,920 € /mes
2846,1 baño47 m²con ascensor,"EstudioCarrer de la Creu Coberta, Sants - Montjuïchace 6 días",650 € /mes
2847,3 habs.1 baño71 m²con ascensor,"PisoPlaça de Ferran Reyes, Sant Andreuhace 6 días",950 € /mes
2848,3 habs.1 baño80 m²con ascensor y terraza,"PisoCarrer Major de Sarria, Sarrià - Sant Gervasihace 6 días",1.100 € /mes
2849,3 habs.2 baños90 m²con ascensor,"PisoCarrer Mallorca, Eixamplehace 6 días",1.250 € /mes
2850,2 habs.2 baños80 m²con ascensor,"PisoCarrer Pobla de Lillet, Les Cortshace 6 días",1.050 € /mes
2851,4 habs.2 baños100 m²con ascensor,"PisoCarrer de Numància, 10, Sants - Montjuïchace 6 días",1.100 € /mes
2852,2 habs.1 baño72 m²con ascensor,"PisoCarrer de Bailèn, Eixamplehace 6 días",1.150 € /mes
2853,4 habs.2 baños82 m²con ascensor,"PisoCarrer de Casp, Eixamplehace 6 días",950 € /mes
2854,1 hab.1 baño50 m²,"DúplexCarrer de la Cera, Ciutat Vellahace 6 días",745 € /mes
2855,2 habs.1 baño70 m²con ascensor y terraza,"PisoCarrer de Verdaguer I Callís, Ciutat Vellahace 6 días",825 € /mes
2856,3 habs.1 baño67 m²con ascensor y terraza,"PisoBuenaventura Muñoz, Sant Martíhace 6 días",850 € /mes
2857,3 habs.4 baños220 m²con ascensor y terraza,"PisoCatalunya, Eixamplehace 6 días",3.600 € /mes
2858,3 habs.1 baño60 m²,"PisoCarrer de la Mare de Déu Dels Àngels, Horta - Guinardóhace 6 días",695 € /mes
2859,3 habs.1 baño85 m²con ascensor,"PisoCarrer de Lepant, Eixamplehace 6 días",900 € /mes
2860,3 habs.2 baños81 m²,"PisoCarrer de Jaume Roig, Sants - Montjuïchace 6 días",1.100 € /mes
2861,1 baño34 m²con ascensor,"EstudioCarrer de la Independència, Sant Martíhace 6 días",640 € /mes
2862,2 habs.1 baño60 m²con ascensor,"PisoCarrer de Trinxant, Sant Martíhace 6 días",830 € /mes
2863,3 habs.1 baño70 m²con ascensor,"PisoGran Via de Les Corts Catalanes, Sant Martíhace 6 días",850 € /mes
2864,4 habs.1 baño95 m²con ascensor,"PisoCarrer de Rocafort, Eixamplehace 6 días",1.150 € /mes
2865,2 habs.1 baño83 m²con ascensor y parking,"ApartamentoDe Carles III, Les Cortshace 6 días",1.290 € /mes
2866,1 hab.1 baño42 m²con ascensor,"ApartamentoCarrer de la Independència, Sant Martíhace 6 días",700 € /mes
2867,2 habs.2 baños62 m²con ascensor,"PisoCarrer de la Paloma, Ciutat Vellahace 6 días",1.050 € /mes
2868,4 habs.2 baños125 m²con ascensor y parking,"PisoCarrer Dels Lamote de Grignon, Les Cortshace 6 días",2.300 € /mes
2869,1 hab.1 baño75 m²con ascensor,"ApartamentoCarrer de Ravella, Sarrià - Sant Gervasihace 6 días",975 € /mes
2870,5 habs.3 baños250 m²con ascensor,"PisoDiagonal, Les Cortshace 6 días",2.950 € /mes
2871,5 habs.5 baños300 m²con ascensor y parking,"PisoCarrer de L'emancipació, Sarrià - Sant Gervasihace 6 días",4.700 € /mes
2872,1 baño30 m²con ascensor,"PisoCarrer del Miño, Sarrià - Sant Gervasihace 6 días",600 € /mes
2873,2 habs.2 baños70 m²con ascensor y terraza,"PisoCarrer de la Indústria, Sant Martíhace 6 días",1.100 € /mes
2874,2 habs.1 baño42 m²,"PisoCarrer de Pere IV, 85, Sant Martíhace 6 días",779 € /mes
2875,1 hab.1 baño40 m²,"PisoCarrer del Bou de Sant Pere, Ciutat Vellahace 6 días",945 € /mes
2876,3 habs.1 baño55 m²con ascensor,"PisoCarrer de L'argenteria, Ciutat Vellahace 6 días",1.000 € /mes
2877,3 habs.1 baño65 m²,"PisoSantuari, Horta - Guinardóhace 6 días",825 € /mes
2878,2 habs.1 baño45 m²,"PisoSalamanca, Ciutat Vellahace 6 días",750 € /mes
2879,3 habs.1 baño100 m²,"PisoCarrer Forn de la Fonda, 3, Ciutat Vellahace 6 días",850 € /mes
2880,1 hab.1 baño44 m²con ascensor y terraza,"PisoCarrer de València, Eixamplehace 6 días",1.500 € /mes
2881,2 habs.1 baño120 m²,PisoEixamplehace 6 días,1.300 € /mes
2882,4 habs.3 baños267 m²con ascensor y terraza,PisoSarrià - Sant Gervasihace 6 días,4.700 € /mes
2883,2 habs.1 baño83 m²con ascensor,"PisoAvinguda Meridiana, 326, Sant Andreuhace 6 días",850 € /mes
2884,1 hab.1 baño40 m²con terraza,"ÁticoConsell de Cent, Eixamplehace 6 días",950 € /mes
2885,1 hab.1 baño58 m²con ascensor,"ApartamentoRobador, Ciutat Vellahace 6 días",790 € /mes
2886,4 habs.2 baños95 m²con ascensor,"PisoCardenal Reig, Les Cortshace 6 días",1.000 € /mes
2887,3 habs.1 baño75 m²con ascensor,"PisoTravessera de Les Corts, Les Cortshace 6 días",900 € /mes
2888,2 habs.1 baño55 m²con ascensor,"PisoCarrer D'entença, 146, Eixamplehace 6 días",850 € /mes
2889,4 habs.1 baño109 m²,PisoLes Cortshace 7 días,1.300 € /mes
2890,2 habs.1 baño48 m²,"PisoCarrer Dels Tallers, Ciutat Vellahace 7 días",700 € /mes
2891,1 hab.1 baño25 m²con ascensor,"PisoCarretera Bordeta, Sants - Montjuïchace 7 días",600 € /mes
2892,1 hab.1 baño35 m²con ascensor,"PisoCarrer Sardenya, Gràciahace 7 días",625 € /mes
2893,3 habs.2 baños146 m²con ascensor,"PisoPasseig Gracia, Eixamplehace 7 días",3.460 € /mes
2894,2 habs.1 baño41 m²,"PisoCarrer de Les Moles, 13, Ciutat Vellahace 7 días",650 € /mes
2895,3 habs.1 baño78 m²con ascensor,"PisoCaballero, Les Cortshace 7 días",1.150 € /mes
2896,3 habs.1 baño56 m²,"PisoCarrer de Còrsega, Gràciahace 7 días",750 € /mes
2897,3 habs.1 baño91 m²,PisoGràciahace 7 días,1.000 € /mes
2898,4 habs.1 baño95 m²,PisoEixamplehace 7 días,1.100 € /mes
2899,3 habs.1 baño71 m²con ascensor y terraza,"PisoCarrer del Freser, Sant Martíhace 7 días",875 € /mes
2900,3 habs.1 baño64 m²con ascensor,"PisoCarrer de Sant Ferran, Nou Barrishace 7 días",750 € /mes
2901,3 habs.1 baño72 m²con ascensor,"PisoCarrer de la Maladeta, Nou Barrishace 7 días",700 € /mes
2902,3 habs.1 baño55 m²con ascensor,"PisoCarrer de Montmajor, Nou Barrishace 7 días",725 € /mes
2903,2 habs.1 baño55 m²con ascensor,"PisoCarrer de Felip II, Sant Andreuhace 7 días",700 € /mes
2904,3 habs.2 baños90 m²,PisoEixamplehace 7 días,1.200 € /mes
2905,2 habs.1 baño86 m²,PisoSant Martíhace 7 días,980 € /mes
2906,1 baño50 m²,"PisoCarrer de Fonollar, 8, Ciutat Vellahace 7 días",700 € /mes
2907,3 habs.2 baños121 m²con ascensor y parking,PisoSant Martíhace 7 días,2.500 € /mes
2908,4 habs.2 baños130 m²,PisoEixamplehace 7 días,1.600 € /mes
2909,3 habs.3 baños191 m²con ascensor y terraza,ÁticoLes Cortshace 7 días,3.900 € /mes
2910,3 habs.1 baño80 m²con terraza,PisoSant Martíhace 7 días,1.495 € /mes
2911,2 habs.1 baño50 m²,PisoSarrià - Sant Gervasihace 7 días,700 € /mes
2912,4 habs.3 baños213 m²con ascensor,"PisoReina Victoria, Sarrià - Sant Gervasihace 7 días",2.900 € /mes
2913,3 habs.1 baño75 m²,"PisoCarrer del Comte Borrell, Eixamplehace 7 días",850 € /mes
2914,2 habs.1 baño70 m²con ascensor,PisoEixamplehace 7 días,1.150 € /mes
2915,2 habs.1 baño45 m²,PisoSant Martíhace 7 días,650 € /mes
2916,3 habs.1 baño89 m²con ascensor y terraza,PisoEixamplehace 7 días,1.200 € /mes
2917,3 habs.3 baños75 m²con ascensor,PisoEixamplehace 7 días,1.450 € /mes
2918,1 hab.1 baño50 m²con ascensor y terraza,PisoSants - Montjuïchace 7 días,1.000 € /mes
2919,3 habs.1 baño70 m²con ascensor,PisoSarrià - Sant Gervasihace 7 días,800 € /mes
2920,2 habs.1 baño53 m²con ascensor,PisoSant Martíhace 7 días,1.200 € /mes
2921,2 habs.1 baño48 m²,PisoCiutat Vellahace 7 días,700 € /mes
2922,3 habs.1 baño66 m²con ascensor,PisoSant Martíhace 7 días,740 € /mes
2923,3 habs.1 baño77 m²,"PisoPassatge de Bosch I Labrús, Sant Martíhace 7 días",800 € /mes
2924,1 hab.1 baño54 m²con ascensor y terraza,PisoSarrià - Sant Gervasihace 7 días,875 € /mes
2925,2 habs.2 baños91 m²,ApartamentoCiutat Vellahace 7 días,1.500 € /mes
2926,1 hab.1 baño50 m²,"ApartamentoCarrer de Girona, Eixamplehace 7 días",1.575 € /mes
2927,4 habs.2 baños60 m²,"ApartamentoCarrer del Callao 20 2a, Plaza España,, Sants - Montjuïchace 7 días",5.476 € /mes
2928,2 habs.1 baño105 m²,"ApartamentoPasseig D'isabel II, Ciutat Vellahace 7 días",3.450 € /mes
2929,1 hab.1 baño60 m²,"ApartamentoCarrer de Ferran, Ciutat Vellahace 7 días",1.938 € /mes
2930,2 habs.1 baño55 m²,"PisoCarrer del Portal Nou, Ciutat Vellahace 7 días",1.000 € /mes
2931,2 habs.4 baños53 m²con ascensor,"PisoCarrer D'ausiàs March, Eixamplehace 7 días",890 € /mes
2932,2 habs.2 baños65 m²con ascensor,"PisoCarrer de la Paloma, Ciutat Vellahace 7 días",990 € /mes
2933,1 hab.1 baño50 m²con ascensor,"PisoCarrer de Bertran, Sarrià - Sant Gervasihace 7 días",950 € /mes
2934,3 habs.2 baños103 m²con ascensor,"PisoCarrer del Consell de Cent, Eixamplehace 7 días",1.050 € /mes
2935,5 habs.3 baños176 m²con ascensor y parking,"PisoCarrer de Folgueroles, 18, Sarrià - Sant Gervasihace 7 días",2.000 € /mes
2936,2 habs.1 baño52 m²,"PisoCarrer del Correu Vell, Ciutat Vellahace 7 días",895 € /mes
2937,6 habs.6 baños405 m²con ascensor y parking,PisoSarrià - Sant Gervasihace 7 días,7.000 € /mes
2938,4 habs.3 baños200 m²,Planta bajaSarrià - Sant Gervasihace 7 días,5.500 € /mes
2939,2 habs.1 baño75 m²con ascensor y terraza,"PisoBalmes, 153, Eixamplehace 7 días",1.100 € /mes
2940,1 hab.1 baño49 m²con ascensor,"PisoCiutat de Balaguer, Sarrià - Sant Gervasihace 7 días",690 € /mes
2941,1 hab.1 baño45 m²con ascensor,"ApartamentoCarrer Deu I Mata, Les Cortshace 7 días",850 € /mes
2942,2 habs.2 baños75 m²con ascensor,"PisoCarrer de Balmes, 360, Sarrià - Sant Gervasihace 7 días",1.300 € /mes
2943,3 habs.2 baños80 m²con ascensor,"PisoCarrer Rocafort, Les Cortshace 7 días",1.100 € /mes
2944,1 hab.1 baño55 m²con ascensor y terraza,"PisoCiutat de Balaguer, Sarrià - Sant Gervasihace 7 días",800 € /mes
2945,3 habs.1 baño70 m²con terraza,PisoGràciahace 7 días,900 € /mes
2946,2 habs.1 baño40 m²,"PisoCarrer de Sant Pere Màrtir, Gràciahace 7 días",850 € /mes
2947,2 habs.1 baño80 m²con ascensor,PisoCiutat Vellahace 7 días,1.050 € /mes
2948,2 habs.1 baño66 m²con ascensor,"ApartamentoCarrer Lleida, Sants - Montjuïchace 7 días",1.040 € /mes
2949,1 baño63 m²con ascensor,"Planta bajaCarrer Hort de la Vila (l´), Sarrià - Sant Gervasihace 7 días",800 € /mes
2950,1 hab.1 baño50 m²con ascensor,"PisoCiutat de Balaguer, Sarrià - Sant Gervasihace 7 días",890 € /mes
2951,1 hab.1 baño60 m²,"PisoCarrer Lluna, Ciutat Vellahace 7 días",725 € /mes
2952,3 habs.2 baños140 m²con ascensor y terraza,"PisoCarrer de Josep Irla I Bosch, 6, Les Cortshace 7 días",2.250 € /mes
2953,4 habs.2 baños90 m²con ascensor y terraza,PisoEixamplehace 7 días,1.490 € /mes
2954,4 habs.4 baños237 m²con ascensor y terraza,"PisoAvinguda Diagonal, Eixamplehace 7 días",3.500 € /mes
2955,2 habs.1 baño75 m²con ascensor y terraza,"PisoCarrer Entença, 320, Les Cortshace 7 días",975 € /mes
2956,2 habs.1 baño41 m²,"PisoCarrer Vic, 21, Gràciahace 7 días",650 € /mes
2957,1 hab.1 baño50 m²con ascensor,"PisoProvenza, Sant Martíhace 7 días",975 € /mes
2958,1 hab.1 baño54 m²con ascensor,"PisoCiutat de Balaguer, Sarrià - Sant Gervasihace 7 días",890 € /mes
2959,1 hab.1 baño70 m²,"ApartamentoCarrer Copernic, 7, Sarrià - Sant Gervasihace 7 días",1.195 € /mes
2960,104 m²,"PisoDe Los Castillejos, Eixamplehace 7 días",1.150 € /mes
2961,1 hab.1 baño47 m²con ascensor y terraza,"PisoCarrer Arago, 477, Eixamplehace 7 días",800 € /mes
2962,3 habs.2 baños120 m²con ascensor,"PisoCalvet, Sarrià - Sant Gervasihace 7 días",1.650 € /mes
2963,1 hab.1 baño70 m²con ascensor,"PisoCarrer de Muntaner, Eixamplehace 7 días",1.150 € /mes
2964,2 habs.1 baño56 m²,"PisoTravessera de Gràcia, Gràciahace 7 días",800 € /mes
2965,2 habs.2 baños106 m²con ascensor,"PisoCarrer Torrent de L´olla, Eixamplehace 7 días",1.450 € /mes
2966,2 habs.1 baño56 m²,"PisoTravessera de Gràcia, Gràciahace 7 días",800 € /mes
2967,2 habs.1 baño65 m²,"PisoCarrer del Portal Nou, Ciutat Vellahace 7 días",995 € /mes
2968,2 habs.1 baño60 m²con ascensor y parking,"PisoCarrer de Ticià, Gràciahace 7 días",1.195 € /mes
2969,1 hab.1 baño40 m²,"PisoCarrer D'estruc, Ciutat Vellahace 7 días",675 € /mes
2970,1 hab.1 baño34 m²,"PisoCarrer de Vinaròs, Ciutat Vellahace 7 días",725 € /mes
2971,4 habs.3 baños220 m²con ascensor,PisoEixamplehace 7 días,4.500 € /mes
2972,3 habs.2 baños93 m²con parking y terraza,PisoLes Cortshace 7 días,1.200 € /mes
2973,1 hab.1 baño75 m²con ascensor y parking,ApartamentoCiutat Vellahace 7 días,1.800 € /mes
2974,2 habs.1 baño54 m²con ascensor,"PisoCarrer de L'olivera, Sants - Montjuïchace 7 días",1.090 € /mes
2975,1 hab.1 baño51 m²con ascensor,"PisoCarrer de València, Eixamplehace 7 días",1.200 € /mes
2976,2 habs.1 baño78 m²con ascensor y terraza,"PisoCarrer Grassot, Gràciahace 7 días",1.050 € /mes
2977,1 hab.1 baño45 m²,"PisoCarrer de Joaquín Costa, Ciutat Vellahace 7 días",995 € /mes
2978,3 habs.2 baños89 m²con ascensor,"PisoTapioles, Sants - Montjuïchace 7 días",890 € /mes
2979,3 habs.2 baños70 m²con ascensor,"PisoCarrer de Joaquín Costa, Ciutat Vellahace 7 días",1.190 € /mes
2980,2 habs.1 baño45 m²,"PisoCarrer de Mercaders, Ciutat Vellahace 7 días",895 € /mes
2981,3 habs.1 baño70 m²con ascensor,"PisoCarrer de Mallorca, Eixamplehace 7 días",1.300 € /mes
2982,2 habs.1 baño54 m²con ascensor,"PisoCarrer de L'olivera, Sants - Montjuïchace 7 días",1.090 € /mes
2983,3 habs.2 baños138 m²con ascensor y terraza,ApartamentoEixamplehace 7 días,2.800 € /mes
2984,2 habs.2 baños135 m²,ApartamentoCiutat Vellahace 7 días,2.550 € /mes
2985,4 habs.4 baños220 m²con ascensor y terraza,"ÁticoRonda de la Universitat, Eixamplehace 7 días",3.000 € /mes
2986,3 habs.1 baño63 m²,PisoNou Barrishace 7 días,675 € /mes
2987,3 habs.3 baños185 m²,"PisoGran Via de Les Corts Catalanes, Eixamplehace 7 días",3.000 € /mes
2988,5 habs.4 baños290 m²con ascensor y parking,"PisoCan Rabia, Sarrià - Sant Gervasihace 7 días",6.000 € /mes
2989,1 hab.1 baño50 m²con ascensor,"ApartamentoPedro de la Creu, 25, Sarrià - Sant Gervasihace 7 días",1.200 € /mes
2990,3 habs.2 baños98 m²con ascensor,"PisoCarrer de L'ensenyança, Ciutat Vellahace 7 días",1.350 € /mes
2991,2 habs.1 baño70 m²con ascensor y parking,"PisoCan Segalar, 10-12, Les Cortshace 7 días",1.990 € /mes
2992,2 habs.2 baños77 m²con ascensor,"PisoCarrer del Camp, Sarrià - Sant Gervasihace 7 días",1.350 € /mes
2993,2 habs.2 baños95 m²con ascensor,"PisoCastillejos, Eixamplehace 7 días",1.300 € /mes
2994,2 habs.1 baño63 m²con ascensor y terraza,"PisoCarrer de Villar, 55, Horta - Guinardóhace 7 días",1.200 € /mes
2995,1 hab.1 baño70 m²con terraza,"ÁticoCarrer de Cerdanyola, 33, Sants - Montjuïchace 7 días",1.100 € /mes
2996,3 habs.1 baño61 m²con ascensor,"PisoD'evarist Arnús, Les Cortshace 7 días",925 € /mes
2997,3 habs.2 baños100 m²con ascensor,"PisoTorrent de L'olla, Gràciahace 7 días",1.750 € /mes
2998,3 habs.2 baños133 m²con ascensor,"PisoPasseig de Sant Joan, Eixamplehace 7 días",1.800 € /mes
2999,2 habs.1 baño63 m²con ascensor y terraza,"PisoCarrer de Villar, 55, Horta - Guinardóhace 7 días",1.200 € /mes
3000,3 habs.2 baños135 m²con ascensor y terraza,"PisoBalmes, 452, Sarrià - Sant Gervasihace 7 días",2.200 € /mes
3001,2 habs.1 baño70 m²con ascensor,"PisoTravessera de Gràcia, Horta - Guinardóhace 7 días",1.100 € /mes
3002,3 habs.1 baño78 m²,"ApartamentoCarrer del Freser, 236, Sant Martíhace 7 días",1.000 € /mes
3003,1 hab.1 baño45 m²,"PisoCarrer de Rocafort, Eixamplehace 7 días",1.350 € /mes
3004,4 habs.2 baños101 m²con ascensor y terraza,"PisoPlaça de Vallvidrera, Sarrià - Sant Gervasihace 7 días",1.250 € /mes
3005,3 habs.3 baños155 m²con ascensor y parking,"PisoCarrer de Ganduxer, 107, Sarrià - Sant Gervasihace 7 días",2.250 € /mes
3006,2 habs.2 baños55 m²,"PisoAvda. Gaudí, Eixamplehace 7 días",1.300 € /mes
3007,2 habs.1 baño85 m²con ascensor y terraza,"PisoCarrer de la Granada del Penedès, Sarrià - Sant Gervasihace 7 días",1.700 € /mes
3008,3 habs.3 baños95 m²con ascensor,"PisoPadilla, Eixamplehace 7 días",1.300 € /mes
3009,2 habs.1 baño56 m²con ascensor,"PisoCarrer Dels Assaonadors, Ciutat Vellahace 7 días",945 € /mes
3010,4 habs.2 baños112 m²con ascensor y terraza,"PisoCarrer del Comte Borrell, 240, Eixamplehace 7 días",1.600 € /mes
3011,2 habs.3 baños140 m²con ascensor,"PisoCarrer de Mallorca, Eixamplehace 7 días",1.300 € /mes
3012,120 m²,"PisoAvinguda de la República Argentina, Sarrià - Sant Gervasihace 7 días",1.500 € /mes
3013,3 habs.2 baños68 m²,"PisoCartagena, Horta - Guinardóhace 7 días",1.100 € /mes
3014,3 habs.2 baños105 m²con ascensor y terraza,"PisoPasseig de García Faria, Sant Martíhace 7 días",2.600 € /mes
3015,3 habs.3 baños120 m²con terraza,"Casa o chaletCarrer de la Gleva, Sarrià - Sant Gervasihace 7 días",2.200 € /mes
3016,1 hab.1 baño55 m²con ascensor y terraza,"PisoCarrer Santa Maria, 4, Ciutat Vellahace 7 días",775 € /mes
