FID,ID,DISTRICTE,DISTR_BCN,CONTRAC,CONT1000H,VARCONTR,TRAMLLOG,LLOGUER,VARLLOG,LLOGTRIM,SUPMITJ,PREUM2,PREUM2TRIM,GEOMETRY
HABITATGE_LLOGUER_DISTRIC_20.1,1,01,Ciutat Vella,3462,32.715933,-23.81162,> 850 i <= 1000 euros/mes,913.664714,-3.370112,870.996109,68.796053,14.341542,13.729155,"MULTIPOLYGON (((431645.825011685 4582533.01807587, 431559.346555432 4582622.11986672, 431463.867687341 4582527.32944508, 431462.224672395 4582525.69745503, 431433.649386177 4582493.85362282, 431431.923368884 4582491.92963295, 431318.059771069 4582436.43541053, 431224.171279115 4582390.81005192, 431095.362111506 4582263.40383293, 430920.9528783 4582268.21616124, 430894.533842968 4582268.94536245, 430841.983336117 4582212.960675, 430840.329320164 4582211.19868484, 430836.362279222 4582206.61970789, 430797.944798961 4582151.25591434, 430720.182841741 4582041.15033518, 430607.335454264 4581881.57694617, 430173.301190985 4581935.31831793, 430105.78465778 4581878.82574506, 430104.056526023 4581861.83873224, 430090.734635858 4581747.40165861, 430089.632562821 4581738.01365263, 430067.058067111 4581545.74953016, 430066.35802431 4581540.25852708, 430063.486827185 4581514.8965101, 430057.81043922 4581464.98547685, 430053.7981636 4581429.52245306, 430041.384373964 4581328.10439211, 430041.384291082 4581317.1953754, 430020.349914681 4581140.27826416, 430030.490851727 4581129.94017122, 430122.215251074 4581032.32332418, 430148.980088865 4581005.55907966, 430149.462085943 4581005.07707526, 430214.634653214 4580934.93847222, 430265.714313028 4580879.74000032, 430267.574300666 4580877.73298315, 430303.860059409 4580838.56664806, 430378.597599261 4580762.73496527, 430394.681459731 4580741.08281013, 430412.483321743 4580719.28264174, 430471.74838031 4580714.90018588, 430559.768553582 4580719.75452629, 430596.88162095 4580721.05324703, 430751.27074285 4580705.61305332, 430818.754791739 4580698.28853066, 430820.708793255 4580698.08951555, 430860.962824413 4580693.98420419, 431025.786945097 4580676.27292793, 431125.673836727 4580641.64511775, 431059.485932571 4580536.07945692, 431064.089914195 4580532.72141686, 431125.031720172 4580494.7498966, 431162.289601561 4580471.53657852, 431161.940515712 4580460.30256387, 431167.116492208 4580456.15251826, 431226.509310494 4580420.11801268, 431228.166260542 4580413.20198948, 431597.470102608 4580185.45383975, 431686.968346698 4580331.08038607, 431276.950625969 4580583.06688128, 431333.399407912 4580674.53059426, 431390.705204708 4580767.77330346, 431511.558824762 4580693.13327289, 431495.278267547 4580754.75149105, 431394.368549252 4580812.39234431, 431634.377887741 4581203.0601262, 431637.966876522 4581200.85309562, 431697.564393693 4580993.51132554, 431548.100323664 4580751.38508564, 431555.058098124 4580720.27098505, 431495.47826699 4580754.63748936, 431511.761824141 4580693.01027117, 431666.262347391 4580598.77395541, 431850.501913589 4580899.18102178, 431732.54488956 4581314.96755434, 431785.826109676 4581333.10517855, 431828.685226274 4581339.73686406, 431945.86183289 4581264.1238603, 431951.65068819 4581243.89778538, 431962.570645601 4581236.07069063, 432034.736874301 4580988.19776291, 432001.807571574 4580823.36775878, 431982.445569901 4580827.0859112, 431978.495400523 4580805.58690803, 431997.857402197 4580801.86875562, 431992.519173347 4580772.82075135, 431864.698499219 4580710.05862318, 431819.648475241 4580716.06897377, 431817.374349665 4580699.99596626, 431863.467375792 4580694.05660787, 431859.200118289 4580661.01658933, 431804.564126235 4580673.18202204, 431801.291000871 4580657.34002245, 431857.115992524 4580644.87958028, 431852.808732664 4580611.53656156, 431800.049769934 4580627.18198542, 431795.284643997 4580611.56799748, 431850.720606712 4580595.37555249, 431846.512352775 4580562.79153419, 431798.509427454 4580582.39592811, 431792.44330556 4580567.57895126, 431844.377223982 4580546.26552491, 431839.850974639 4580514.35051003, 431794.280082495 4580537.82989151, 431787.453961441 4580523.27792082, 431838.026840803 4580497.09649727, 431833.948594807 4580465.53047953, 431784.731749621 4580495.93689932, 431772.349594535 4580478.03396557, 431830.286404896 4580441.26546988, 431901.047450596 4580432.88092077, 431928.651151367 4580651.24004805, 431985.297455984 4580679.82766288, 432047.666351609 4580653.39514961, 432018.175772053 4580583.07426473, 431988.839436109 4580544.80242804, 431999.974387538 4580536.14033032, 431990.292196381 4580512.93636792, 432020.37514691 4580500.3001205, 432051.776163711 4580496.12387613, 432040.319481077 4580408.55282793, 431916.374406938 4580424.01179095, 431897.55531133 4580283.54671696, 432020.922386565 4580268.34575865, 432015.951071275 4580227.82973381, 431806.668984863 4580259.05136791, 431798.818514172 4580198.65433423, 431833.020532693 4580194.13006806, 431801.775909456 4579986.67898463, 431851.071932563 4579979.68360023, 431845.060601695 4579937.32258036, 431946.520649242 4579922.92478917, 431962.708524281 4580034.89783945, 431986.257534273 4580031.41965562, 432006.966570025 4580163.63570282, 432026.710578775 4580160.76954877, 431999.138140251 4579976.89347378, 431965.939122799 4579981.35373227, 431961.469881217 4579950.43971839, 431996.737899758 4579945.70144378, 431973.84383202 4579809.70240711, 431869.043460762 4579650.38895508, 431860.9537038 4579684.05706847, 431815.650535916 4579671.16739191, 431828.034163915 4579619.63321834, 431842.797215016 4579623.35811221, 431860.08969558 4579551.39686981, 431883.017817203 4579562.75071358, 431912.529415941 4579503.86839877, 431977.42526918 4579471.31085648, 431992.918532787 4579502.88878792, 431935.998660283 4579531.28226331, 431914.861940748 4579572.54148737, 431986.056578558 4579642.07505533, 432026.963138959 4579707.57784661, 432051.386760431 4579784.48178043, 432077.908205181 4579837.67466167, 432193.312946745 4579780.13469806, 432021.491065629 4579435.51346704, 431970.648881135 4579421.55983081, 431958.051541985 4579379.43686107, 432003.05150943 4579365.97949912, 431846.751302035 4578843.34587367, 431805.980331476 4578855.5392017, 431789.634892755 4578801.04624105, 431863.223840145 4578779.10664906, 431991.36628124 4579206.51234061, 432011.290266734 4579200.54118032, 432019.790495011 4579228.89215983, 432013.874499318 4579230.66520743, 432070.678024163 4579420.03107023, 432430.109051216 4580140.92546125, 432389.601141992 4580161.12179939, 432349.759452266 4580078.37097348, 432251.479560547 4580112.62877115, 432217.791354587 4580224.07419851, 432510.092379739 4580958.12211547, 432566.634501012 4581094.26989669, 432595.94908237 4581164.85778323, 432678.107697208 4581360.77146218, 432836.842351619 4581283.05114037, 432885.151210419 4581386.30793327, 432725.374558342 4581464.53826366, 432810.472043831 4581642.808893, 433040.544323237 4581764.54133755, 433073.884533227 4581785.42011714, 433088.289657605 4581798.8700287, 432813.077344706 4582076.72253897, 432771.698384795 4582090.39087325, 432761.15866659 4582129.61201316, 432580.311089982 4581958.82212089, 432574.104043687 4581953.98916049, 432558.000131336 4581968.79230514, 432525.134343113 4582003.33260696, 432491.28155087 4582037.54391574, 432211.965319979 4582327.03047404, 432109.16497114 4582433.57441539, 432020.023547948 4582527.55923399, 431828.888871162 4582345.77640357, 431734.462454397 4582441.6932652, 431645.825011685 4582533.01807587)))"
HABITATGE_LLOGUER_DISTRIC_20.2,2,02,Eixample,8469,31.472157,-22.967073,> 1000 euros/mes,1075.436849,-1.669655,1034.260895,80.075509,14.216685,13.767873,"MULTIPOLYGON (((431645.825011685 4582533.01807587, 431741.747855727 4582624.56348926, 431935.012556584 4582809.05130741, 432010.615221929 4582881.22084508, 432012.52248788 4582915.81488341, 432016.07998405 4582980.35395488, 432014.437948353 4583107.51516113, 432016.168999465 4583113.88615773, 432022.324181311 4583136.55314567, 432023.542341911 4583288.93836854, 432026.647300251 4583677.31093585, 432027.442743094 4583735.37401807, 432004.505700133 4583734.37719017, 431954.534764472 4583752.97059665, 431956.082788392 4583755.80158923, 431938.269828412 4583764.67573754, 431933.80590368 4583775.47678774, 431929.520972469 4583785.38983523, 431925.541039897 4583795.06188004, 431916.494212889 4583819.63998585, 431914.239267173 4583827.23401445, 431911.785342571 4583837.64404883, 431920.135454959 4583850.7260055, 431928.345755555 4583888.57900083, 431937.67091391 4583907.50595898, 431957.521146547 4583934.06384906, 431836.072903622 4584058.21495664, 431742.363486324 4584153.81481084, 431719.589631406 4584177.50401911, 431649.512077855 4584250.39865994, 431555.969662571 4584346.22351302, 431465.116224955 4584438.56534039, 431374.862818381 4584534.86216911, 431367.712838846 4584539.00222947, 431275.265405236 4584632.18806999, 431227.442712311 4584682.24250755, 431181.3140094 4584730.63992975, 431134.002319567 4584780.99536384, 431084.845593944 4584827.02180533, 430989.404748354 4584735.28938906, 430897.878927115 4584645.9629468, 430803.489074103 4584553.04452078, 430710.654243113 4584462.70508689, 430622.062437713 4584374.86762466, 430513.87046504 4584269.03228358, 430608.36485676 4584169.88141833, 430699.460273021 4584074.64358463, 430794.203668337 4583975.90871792, 430698.115810285 4583882.65230402, 430603.978969729 4583791.30087824, 430509.360120655 4583698.92845455, 430407.335208662 4583599.79307668, 430314.201800225 4583696.50992842, 430223.101979148 4583607.09548349, 430222.356972392 4583606.35848804, 430127.234110179 4583512.29506918, 430032.541252693 4583418.75964774, 430026.409197359 4583412.72768524, 429936.539386247 4583324.30423477, 429913.564183344 4583302.28437614, 429779.872966521 4583169.38919137, 429756.070768312 4583148.15134017, 429746.036684033 4583139.10340276, 429741.708646819 4583135.08742958, 429721.153470039 4583116.00855696, 429415.72524484 4583016.84972991, 429341.136945622 4582992.63426055, 429335.205922274 4582990.76730283, 429204.613408076 4582949.64623381, 429047.682776554 4582898.4433498, 428904.630201153 4582851.80736713, 428764.283628816 4582805.02736361, 428755.556593226 4582802.11842557, 428620.487055144 4582758.77538712, 428597.363963589 4582751.42955184, 428569.94485379 4582742.55674692, 428515.34163071 4582724.30513451, 428519.953413183 4582694.74105428, 428507.51928898 4582680.92512778, 428501.853232391 4582674.63016128, 428469.062146777 4582670.03240375, 428431.377301121 4582566.40353214, 428407.617624375 4582482.16658415, 428403.697457374 4582460.98358159, 428403.675456557 4582460.8805816, 428393.620093195 4582415.09958809, 428375.368322795 4582317.40657751, 428352.537471693 4582210.01558684, 428342.190933767 4582141.30656036, 428326.617061648 4582029.66150782, 428316.717243601 4581923.97442117, 428315.083090553 4581904.15640322, 428305.85889378 4581748.45823462, 428304.646736476 4581727.99221244, 428294.253461352 4581562.19903705, 428292.201179224 4581525.46399626, 428284.586141128 4581390.30384657, 428302.845008758 4581369.16167522, 428338.31375162 4581328.09234238, 428340.483735885 4581325.57932201, 428341.115729805 4581324.65031577, 428416.974239528 4581244.67461597, 428496.301751562 4581164.30288918, 428528.768563004 4581132.87859398, 428569.955269071 4581085.80720842, 428584.741174439 4581070.3430722, 428678.583596061 4580975.12621221, 428775.481998112 4580876.71732407, 428830.318659721 4580821.02782145, 428841.212615257 4580812.96272622, 428842.77160714 4580811.57771223, 428868.563472884 4580788.66548088, 428890.557414291 4580776.48929492, 428905.027374463 4580768.31017233, 428962.706215714 4580735.70968364, 429051.034348488 4580735.29601148, 429255.694639879 4580732.20945081, 429264.504652419 4580732.07638362, 429285.529684752 4580732.07622378, 429409.098873388 4580731.8952841, 429432.062908435 4580731.86110947, 429455.685943527 4580731.69992964, 429564.603105341 4580730.9611005, 429624.556201254 4580731.4576455, 429701.134306494 4580729.82006084, 429795.069440225 4580728.42534462, 429817.810465383 4580727.13816977, 429834.015490435 4580727.15904662, 429893.163581871 4580727.23559711, 429935.636642856 4580726.67627338, 430014.331754165 4580725.41967324, 430040.256795089 4580725.5664764, 430094.894876038 4580725.17906047, 430195.136021396 4580724.05629677, 430212.800048507 4580724.0561625, 430271.721139786 4580724.05571585, 430338.566244698 4580724.22420952, 430397.345307818 4580720.5387584, 430411.935321196 4580719.32264596, 430412.383321642 4580719.28964251, 430412.483321743 4580719.28264174, 430394.681459731 4580741.08281013, 430378.597599261 4580762.73496527, 430303.860059409 4580838.56664806, 430267.574300666 4580877.73298315, 430265.714313028 4580879.74000032, 430214.634653214 4580934.93847222, 430149.462085943 4581005.07707526, 430148.980088865 4581005.55907966, 430122.215251074 4581032.32332418, 430030.490851727 4581129.94017122, 430020.349914681 4581140.27826416, 430041.384291082 4581317.1953754, 430041.384373964 4581328.10439211, 430053.7981636 4581429.52245306, 430057.81043922 4581464.98547685, 430063.486827185 4581514.8965101, 430066.35802431 4581540.25852708, 430067.058067111 4581545.74953016, 430089.632562821 4581738.01365263, 430090.734635858 4581747.40165861, 430104.056526023 4581861.83873224, 430105.78465778 4581878.82574506, 430173.301190985 4581935.31831793, 430607.335454264 4581881.57694617, 430720.182841741 4582041.15033518, 430797.944798961 4582151.25591434, 430836.362279222 4582206.61970789, 430840.329320164 4582211.19868484, 430841.983336117 4582212.960675, 430894.533842968 4582268.94536245, 430920.9528783 4582268.21616124, 431095.362111506 4582263.40383293, 431224.171279115 4582390.81005192, 431318.059771069 4582436.43541053, 431431.923368884 4582491.92963295, 431433.649386177 4582493.85362282, 431462.224672395 4582525.69745503, 431463.867687341 4582527.32944508, 431559.346555432 4582622.11986672, 431645.825011685 4582533.01807587)))"
HABITATGE_LLOGUER_DISTRIC_20.3,3,03,Sants-Montjuïc,4214,22.723106,-19.210123,> 750 i <= 850 euros/mes,846.878075,0.639767,824.982925,64.607409,13.643583,13.374586,"MULTIPOLYGON (((430412.483321743 4580719.28264174, 430412.383321642 4580719.28964251, 430411.935321196 4580719.32264596, 430397.345307818 4580720.5387584, 430338.566244698 4580724.22420952, 430271.721139786 4580724.05571585, 430212.800048507 4580724.0561625, 430195.136021396 4580724.05629677, 430094.894876038 4580725.17906047, 430040.256795089 4580725.5664764, 430014.331754165 4580725.41967324, 429935.636642856 4580726.67627338, 429893.163581871 4580727.23559711, 429834.015490435 4580727.15904662, 429817.810465383 4580727.13816977, 429795.069440225 4580728.42534462, 429701.134306494 4580729.82006084, 429624.556201254 4580731.4576455, 429564.603105341 4580730.9611005, 429455.685943527 4580731.69992964, 429432.062908435 4580731.86110947, 429409.098873388 4580731.8952841, 429285.529684752 4580732.07622378, 429264.504652419 4580732.07638362, 429255.694639879 4580732.20945081, 429051.034348488 4580735.29601148, 428962.706215714 4580735.70968364, 428905.027374463 4580768.31017233, 428890.557414291 4580776.48929492, 428868.563472884 4580788.66548088, 428842.77160714 4580811.57771223, 428841.212615257 4580812.96272622, 428830.318659721 4580821.02782145, 428775.481998112 4580876.71732407, 428678.583596061 4580975.12621221, 428584.741174439 4581070.3430722, 428569.955269071 4581085.80720842, 428528.768563004 4581132.87859398, 428496.301751562 4581164.30288918, 428416.974239528 4581244.67461597, 428341.115729805 4581324.65031577, 428340.483735885 4581325.57932201, 428338.31375162 4581328.09234238, 428302.845008758 4581369.16167522, 428284.586141128 4581390.30384657, 428292.201179224 4581525.46399626, 428294.253461352 4581562.19903705, 428304.646736476 4581727.99221244, 428305.85889378 4581748.45823462, 428315.083090553 4581904.15640322, 428294.140969006 4581892.41054451, 428278.080858262 4581881.09464932, 428239.232511424 4581843.32588691, 428121.297530472 4581738.13862261, 428114.053465824 4581731.0986669, 428013.538745886 4581656.73331729, 427942.472307664 4581613.47579141, 427889.2370237 4581586.90615551, 427779.560446318 4581533.17390716, 427773.049406887 4581529.30495074, 427713.10510891 4581502.2543651, 427551.542318393 4581431.0064844, 427454.100908563 4581396.854173, 427398.644678585 4581377.84856556, 427371.615533228 4581364.20275014, 427313.074175393 4581328.98114119, 427270.177917753 4581303.77342865, 427244.245753859 4581287.46160077, 427203.272494899 4581261.68787272, 427180.746334672 4581245.1650186, 427180.545333244 4581245.0180199, 427179.149323316 4581243.99402894, 427044.188352551 4581143.57490069, 427027.374240193 4581132.19501103, 426997.397046085 4581112.72420901, 426936.714590604 4581065.06659705, 426893.962267539 4581031.20386998, 426855.573984001 4581001.66011636, 426807.195626822 4580964.44642688, 426724.522988328 4580897.14495175, 426647.38038905 4580833.88144074, 426564.326307264 4580840.03208191, 426566.28124204 4580831.03605314, 426570.630197031 4580824.21700953, 426601.682002228 4580792.20972392, 426688.14970825 4580735.83697922, 426700.092657856 4580726.76087436, 426727.323431749 4580691.40861264, 426723.023392488 4580687.1096387, 426740.221176242 4580655.10145845, 426746.909161209 4580651.75740242, 426766.973822548 4580603.02917451, 426773.031793091 4580597.91212053, 426824.590584034 4580559.85266962, 426832.072561516 4580555.36060578, 426858.696438771 4580533.75836992, 426924.69306657 4580471.25677143, 426937.041987181 4580458.27765746, 426945.239932886 4580449.45158148, 426951.149950163 4580450.5255382, 426976.050802604 4580426.00531093, 427005.411646771 4580399.48704667, 427001.113611605 4580395.72607353, 427024.675533593 4580380.64687105, 427041.406478193 4580369.93872728, 427084.386300008 4580337.70335062, 427121.325212276 4580318.62204024, 427148.855163127 4580306.54181223, 427147.244128036 4580302.24381783, 427162.28606159 4580290.42468518, 427167.122085356 4580292.57365174, 427190.08395939 4580271.29744424, 427206.340864661 4580255.5032962, 427201.504820518 4580250.66832549, 427238.15756609 4580209.67398339, 427239.910553927 4580207.71396703, 427262.213392511 4580181.89975753, 427294.448095818 4580136.23344179, 427304.117959941 4580116.35533751, 427326.144712709 4580079.28511268, 427347.832384697 4580031.63487404, 427354.465394925 4580031.63482361, 427360.73314976 4579998.04072395, 427361.49413649 4579996.13671522, 427363.752097273 4579990.50768934, 427379.671819917 4579950.70750669, 427410.184961282 4579831.30708979, 427430.763684221 4579790.59787029, 427460.597284277 4579731.8065524, 427461.924145442 4579713.23251353, 427471.209807573 4579666.79937098, 427532.23557341 4579491.67763557, 427554.386430103 4579468.28343092, 427720.141386534 4579297.03090543, 427680.539982364 4579251.77313615, 427662.809853749 4579238.41125015, 427609.09337624 4579186.34457755, 427589.063204354 4579167.74270088, 427580.325129568 4579159.65375472, 427574.415083443 4579154.77079205, 427541.009759248 4579118.79699004, 427524.453589667 4579099.79308634, 427519.794537624 4579093.87511255, 427511.483391161 4579076.24614832, 427506.447223014 4579055.09215372, 427504.432091023 4579038.09314261, 427502.353846278 4579006.23610889, 427499.394643144 4578980.04509066, 427497.631361659 4578943.2770469, 427497.164307572 4578936.2380395, 427494.924048182 4578902.48000403, 427496.623636486 4578847.83290612, 427495.553317893 4578806.02684922, 427489.949933161 4578756.4158146, 427480.442554846 4578708.44181218, 427463.758063362 4578646.99384331, 427454.439923033 4578630.37288823, 427441.596809736 4578618.0329666, 427418.427693919 4578607.45612618, 427393.999585712 4578598.13829728, 427494.354411445 4578422.86126172, 427501.861306287 4578407.46518069, 427510.765138676 4578383.54607576, 427519.144963643 4578358.75397346, 427528.57278493 4578333.26386209, 427536.80967355 4578316.898774, 427541.841605506 4578306.90072019, 427548.476488663 4578290.13964365, 427590.034003766 4578217.73721503, 427604.053073558 4578224.10311846, 427688.325151192 4578085.3232618, 427685.777095772 4578078.52727055, 427741.845576657 4577998.67072003, 427819.153006434 4577907.76899093, 427806.179912043 4577897.94207413, 427800.61687156 4577893.72710981, 427656.353112371 4577822.77409484, 427625.486475742 4577876.97941396, 427504.276781857 4577809.97623002, 427538.908487064 4577764.0528952, 427477.174095618 4577724.90430295, 427456.400181159 4577740.40448497, 427429.74411405 4577736.95068205, 427381.561657864 4577686.50996918, 427282.937958813 4577614.23760528, 427249.811674079 4577583.37080861, 427245.294735582 4577592.40485705, 427211.416586579 4577579.60609436, 427203.887683385 4577593.91117393, 427173.021521898 4577578.85438482, 427176.032480895 4577572.83135252, 427126.344244866 4577551.75169695, 427122.580313225 4577561.53874086, 427106.017236447 4577554.76285606, 427072.89163611 4577614.23920076, 426956.397760277 4577522.25494165, 426985.415359633 4577463.47662919, 426912.046889995 4577416.35911267, 425639.564795234 4576869.89391967, 425360.742413812 4576744.08683931, 425328.78030798 4576736.60607029, 425185.968594014 4576671.3220521, 424989.432591468 4576578.83639898, 424913.266268313 4576551.63493456, 424817.378683248 4576493.83157162, 424886.568374225 4576438.89395939, 424961.333138101 4576392.46031826, 425003.832060654 4576373.57196567, 425195.073247611 4576227.18728217, 425295.021549984 4576114.64434542, 425390.248826366 4575999.74044212, 425450.847207206 4575906.08684028, 425549.501535601 4575797.83792735, 425554.981544715 4575797.92788587, 425770.803386472 4575470.49475136, 425870.350960514 4575262.83368084, 426061.953221477 4575126.89002014, 426406.625766415 4574997.36720732, 426686.003585163 4574917.08396499, 426919.064477164 4574855.81310316, 427059.033463079 4574825.7049952, 427381.606595504 4574778.03847484, 428098.016915547 4574807.32108259, 428947.102653311 4574733.51052816, 429027.161077016 4574904.77817971, 429074.154978491 4574882.36478926, 429108.63359163 4574956.12263911, 429065.801681434 4574976.54999497, 429108.877771842 4575111.37987176, 429128.96648362 4575201.00185462, 429152.035180087 4575288.00681086, 429175.764797252 4575364.44174608, 429188.013232813 4575419.28773583, 429240.482305871 4575418.36133627, 429256.825890227 4575491.96032318, 429608.626379782 4575485.74664417, 429579.136679899 4575399.57973813, 429635.700747326 4575397.09930517, 430133.922552261 4576852.82576715, 430202.336539625 4576837.31222367, 430273.458228375 4577045.50500894, 429779.984321036 4577157.40192942, 429657.432624212 4577222.08496077, 429362.629860546 4577048.83392846, 428746.800108941 4575754.73958985, 428535.676549152 4575855.07434343, 428551.421824247 4575888.09127365, 428531.241864657 4575897.46244093, 428653.774001215 4576154.49190876, 428403.770522044 4576273.71099362, 428487.961986271 4576450.02763123, 428517.071928212 4576436.486389, 428515.857144223 4576465.24844334, 428846.474722663 4576474.8879487, 428939.310177742 4577308.02354742, 428961.61156962 4577487.15465771, 429133.760656097 4577463.81231407, 429119.884709011 4577341.66922882, 429150.194729028 4577338.19399325, 429127.961264131 4577149.40986726, 429162.80725832 4577141.61359051, 429857.874236803 4577658.16911854, 429763.054248272 4577810.66407591, 429793.984440757 4577829.81087083, 429763.726771144 4577879.47717787, 429874.736465172 4577948.61144239, 430177.268243381 4577462.8323893, 430222.049524171 4577490.72109293, 429856.174419752 4578078.21478482, 429865.665479438 4578084.17072199, 429853.739606443 4578103.31984232, 429944.951176773 4578160.12323786, 429993.195683282 4578085.3377553, 430007.775740865 4578089.9906518, 430355.740866705 4577772.24751684, 430329.124433448 4577720.56763836, 430349.61238289 4577709.70646604, 430834.877391581 4578666.26527133, 430572.260795646 4578904.97963265, 430656.653210748 4579074.21425471, 431031.199366192 4578886.41212394, 431143.31024066 4579110.54962112, 430859.88388199 4579252.92099031, 431083.34611633 4579633.44288445, 431350.139529732 4579501.73765847, 431325.631120508 4579452.8187686, 431361.460037951 4579434.63346887, 431449.268527481 4579612.97807904, 431597.340201055 4579539.78484346, 431275.016790649 4578892.57628481, 431248.880850931 4578905.85550357, 431227.471489791 4578862.62959888, 431253.229424393 4578848.75238206, 430998.72815389 4578337.82251902, 430977.98520529 4578348.83669344, 430957.858885102 4578310.7397869, 430979.990838356 4578300.05460245, 430765.092242946 4577869.95556368, 430738.198302913 4577883.36278854, 430725.324082146 4577856.88684501, 430719.810946208 4577840.08986068, 430714.487718374 4577811.13685601, 430744.094725304 4577805.99462343, 430535.487294493 4576604.77233216, 430585.989308097 4576596.22093555, 430536.148060703 4576309.8888657, 430651.745091881 4576290.31495774, 430472.682427264 4575317.44683293, 430726.928864779 4574269.90431997, 430797.709107017 4574287.31380882, 430540.984636795 4575331.05033487, 430715.181093108 4576277.47945621, 431008.489392773 4577971.79987598, 431022.341792732 4578021.70384855, 431064.652349001 4578086.39962827, 431077.699594904 4578116.15457559, 431077.512938533 4578161.49764751, 431187.193921332 4578400.49118712, 431353.153698492 4578732.68144438, 431680.98626314 4579399.15499181, 431712.741369742 4579406.72876282, 431701.027105492 4579506.06000534, 431683.022643175 4579580.57225708, 431697.333696103 4579584.62915488, 431686.708046527 4579632.96331017, 431644.010888248 4579620.81161501, 431653.049633396 4579585.39249173, 431615.070499263 4579575.46076424, 431611.854445022 4579568.96977858, 431463.785771 4579642.10101402, 431491.996235133 4579697.4968858, 431402.812444017 4579743.19663241, 431389.915220131 4579716.33168866, 431135.243778967 4579841.88281292, 431150.946045469 4579873.78574314, 431124.508029907 4579877.12794869, 431149.615648884 4580085.25707945, 431179.114666852 4580081.60885025, 431186.633142207 4580142.68488743, 431157.145124197 4580146.32511654, 431185.230023655 4580390.7572803, 431212.485039663 4580387.31006844, 431228.166260542 4580413.20198948, 431226.509310494 4580420.11801268, 431167.116492208 4580456.15251826, 431161.940515712 4580460.30256387, 431162.289601561 4580471.53657852, 431125.031720172 4580494.7498966, 431064.089914195 4580532.72141686, 431059.485932571 4580536.07945692, 431125.673836727 4580641.64511775, 431025.786945097 4580676.27292793, 430860.962824413 4580693.98420419, 430820.708793255 4580698.08951555, 430818.754791739 4580698.28853066, 430751.27074285 4580705.61305332, 430596.88162095 4580721.05324703, 430559.768553582 4580719.75452629, 430471.74838031 4580714.90018588, 430412.483321743 4580719.28264174)))"
